implementation,run,warmup,metric,milliseconds
cuda,53,0,prediction_total,2042.810000000
cuda,53,0,cpu_gpu_transfer,19981.292000000
cuda,53,0,gpu_cpu_transfer,69.638000000
cuda,53,0,gpu_compute,630620.964000000
cuda,53,0,application_total,663287.332000000
cuda,54,0,compilation,8317.177000000
cuda,54,0,model_setup,321.877000000
cuda,54,0,batch_loading,57169.328000000
cuda,54,0,training_total,657322.311000000
cuda,54,0,epoch_average,6573.223110000
cuda,54,0,batch_average,24.364287993
cuda,54,0,prediction_total,2212.842000000
cuda,54,0,cpu_gpu_transfer,25421.686000000
cuda,54,0,gpu_cpu_transfer,75.641000000
cuda,54,0,gpu_compute,628997.810000000
cuda,54,0,application_total,668088.009000000
cuda,55,0,compilation,8318.618000000
cuda,55,0,model_setup,323.735000000
cuda,55,0,batch_loading,39662.399000000
cuda,55,0,training_total,652662.726000000
cuda,55,0,epoch_average,6526.627260000
cuda,55,0,batch_average,24.208714312
cuda,55,0,prediction_total,2146.851000000
cuda,55,0,cpu_gpu_transfer,20178.194000000
cuda,55,0,gpu_cpu_transfer,70.068000000
cuda,55,0,gpu_compute,630532.215000000
cuda,55,0,application_total,662973.842000000
cuda,56,0,compilation,8281.722000000
cuda,56,0,model_setup,323.241000000
cuda,56,0,batch_loading,39925.143000000
cuda,56,0,training_total,652753.113000000
cuda,56,0,epoch_average,6527.531130000
cuda,56,0,batch_average,24.213189591
cuda,56,0,prediction_total,2113.310000000
cuda,56,0,cpu_gpu_transfer,20340.286000000
cuda,56,0,gpu_cpu_transfer,71.036000000
cuda,56,0,gpu_compute,630562.324000000
cuda,56,0,application_total,663601.238000000
cuda,57,0,compilation,8342.794000000
cuda,57,0,model_setup,325.506000000
cuda,57,0,batch_loading,40245.544000000
cuda,57,0,training_total,652863.815000000
cuda,57,0,epoch_average,6528.638150000
cuda,57,0,batch_average,24.214457658
cuda,57,0,prediction_total,2082.508000000
cuda,57,0,cpu_gpu_transfer,20154.675000000
cuda,57,0,gpu_cpu_transfer,74.333000000
cuda,57,0,gpu_compute,630560.232000000
cuda,57,0,application_total,662790.749000000
cuda,58,0,compilation,8418.456000000
cuda,58,0,model_setup,323.172000000
cuda,58,0,batch_loading,49427.759000000
cuda,58,0,training_total,655693.690000000
cuda,58,0,epoch_average,6556.936900000
cuda,58,0,batch_average,24.305868104
cuda,58,0,prediction_total,2187.377000000
cuda,58,0,cpu_gpu_transfer,22632.413000000
cuda,58,0,gpu_cpu_transfer,104.312000000
cuda,58,0,gpu_compute,629966.313000000
cuda,58,0,application_total,666271.467000000
cuda,59,0,compilation,8152.424000000
cuda,59,0,model_setup,320.230000000
cuda,59,0,batch_loading,56979.256000000
cuda,59,0,training_total,657195.314000000
cuda,59,0,epoch_average,6571.953140000
cuda,59,0,batch_average,24.362751450
cuda,59,0,prediction_total,2132.784000000
cuda,59,0,cpu_gpu_transfer,25569.636000000
cuda,59,0,gpu_cpu_transfer,75.043000000
cuda,59,0,gpu_compute,628974.075000000
cuda,59,0,application_total,667589.561000000
cuda,60,0,compilation,8277.657000000
cuda,60,0,model_setup,315.952000000
cuda,60,0,batch_loading,40436.269000000
cuda,60,0,training_total,653440.211000000
cuda,60,0,epoch_average,6534.402110000
cuda,60,0,batch_average,24.236729331
cuda,60,0,prediction_total,2069.682000000
cuda,60,0,cpu_gpu_transfer,20636.459000000
cuda,60,0,gpu_cpu_transfer,72.382000000
cuda,60,0,gpu_compute,630725.310000000
cuda,60,0,application_total,663551.485000000
cuda,61,0,compilation,8557.647000000
cuda,61,0,model_setup,311.809000000
cuda,61,0,batch_loading,40030.696000000
cuda,61,0,training_total,652566.362000000
cuda,61,0,epoch_average,6525.663620000
cuda,61,0,batch_average,24.204448104
cuda,61,0,prediction_total,2126.049000000
cuda,61,0,cpu_gpu_transfer,20235.630000000
cuda,61,0,gpu_cpu_transfer,71.149000000
cuda,61,0,gpu_compute,630284.136000000
cuda,61,0,application_total,662994.699000000
cuda,62,0,compilation,8253.369000000
cuda,62,0,model_setup,314.075000000
cuda,62,0,batch_loading,40507.488000000
cuda,62,0,training_total,653152.184000000
cuda,62,0,epoch_average,6531.521840000
cuda,62,0,batch_average,24.228500446
cuda,62,0,prediction_total,2067.994000000
cuda,62,0,cpu_gpu_transfer,21012.438000000
cuda,62,0,gpu_cpu_transfer,71.505000000
cuda,62,0,gpu_compute,630230.201000000
cuda,62,0,application_total,663362.722000000
cuda,63,0,compilation,8163.870000000
cuda,63,0,model_setup,350.904000000
cuda,63,0,batch_loading,49319.798000000
cuda,63,0,training_total,654275.610000000
cuda,63,0,epoch_average,6542.756100000
cuda,63,0,batch_average,24.251709480
cuda,63,0,prediction_total,2164.799000000
cuda,63,0,cpu_gpu_transfer,21633.402000000
cuda,63,0,gpu_cpu_transfer,104.084000000
cuda,63,0,gpu_compute,629907.128000000
cuda,63,0,application_total,664674.623000000
cuda,64,0,compilation,8560.551000000
cuda,64,0,model_setup,416.054000000
cuda,64,0,batch_loading,39814.344000000
cuda,64,0,training_total,653854.836000000
cuda,64,0,epoch_average,6538.548360000
cuda,64,0,batch_average,24.250255390
cuda,64,0,prediction_total,2033.741000000
cuda,64,0,cpu_gpu_transfer,21570.475000000
cuda,64,0,gpu_cpu_transfer,69.812000000
cuda,64,0,gpu_compute,630113.847000000
cuda,64,0,application_total,664010.463000000
cuda,65,0,compilation,8328.891000000
cuda,65,0,model_setup,321.752000000
cuda,65,0,batch_loading,56913.829000000
cuda,65,0,training_total,657306.906000000
cuda,65,0,epoch_average,6573.069060000
cuda,65,0,batch_average,24.366289628
cuda,65,0,prediction_total,2260.256000000
cuda,65,0,cpu_gpu_transfer,25686.521000000
cuda,65,0,gpu_cpu_transfer,75.520000000
cuda,65,0,gpu_compute,629013.105000000
cuda,65,0,application_total,668097.836000000
cuda,66,0,compilation,8362.476000000
cuda,66,0,model_setup,316.337000000
cuda,66,0,batch_loading,39430.633000000
cuda,66,0,training_total,652436.323000000
cuda,66,0,epoch_average,6524.363230000
cuda,66,0,batch_average,24.208791413
cuda,66,0,prediction_total,2115.115000000
cuda,66,0,cpu_gpu_transfer,20486.359000000
cuda,66,0,gpu_cpu_transfer,71.730000000
cuda,66,0,gpu_compute,630690.398000000
cuda,66,0,application_total,663069.526000000
cuda,67,0,compilation,8191.737000000
cuda,67,0,model_setup,348.308000000
cuda,67,0,batch_loading,44829.257000000
cuda,67,0,training_total,660332.391000000
cuda,67,0,epoch_average,6603.323910000
cuda,67,0,batch_average,24.490635167
cuda,67,0,prediction_total,2148.422000000
cuda,67,0,cpu_gpu_transfer,30148.248000000
cuda,67,0,gpu_cpu_transfer,71.264000000
cuda,67,0,gpu_compute,628017.309000000
cuda,67,0,application_total,670720.980000000
cuda,68,0,compilation,8182.733000000
cuda,68,0,model_setup,423.848000000
cuda,68,0,batch_loading,49055.298000000
cuda,68,0,training_total,654042.619000000
cuda,68,0,epoch_average,6540.426190000
cuda,68,0,batch_average,24.244756394
cuda,68,0,prediction_total,2176.815000000
cuda,68,0,cpu_gpu_transfer,21402.230000000
cuda,68,0,gpu_cpu_transfer,101.793000000
cuda,68,0,gpu_compute,629903.881000000
cuda,68,0,application_total,668117.801000000
cuda,69,0,compilation,8341.770000000
cuda,69,0,model_setup,320.758000000
cuda,69,0,batch_loading,57153.041000000
cuda,69,0,training_total,656921.726000000
cuda,69,0,epoch_average,6569.217260000
cuda,69,0,batch_average,24.349555576
cuda,69,0,prediction_total,2124.831000000
cuda,69,0,cpu_gpu_transfer,25455.937000000
cuda,69,0,gpu_cpu_transfer,76.477000000
cuda,69,0,gpu_compute,628613.931000000
cuda,69,0,application_total,667532.330000000
cuda,70,0,compilation,8361.851000000
cuda,70,0,model_setup,346.619000000
cuda,70,0,batch_loading,40702.136000000
cuda,70,0,training_total,652505.737000000
cuda,70,0,epoch_average,6525.057370000
cuda,70,0,batch_average,24.202711970
cuda,70,0,prediction_total,2049.186000000
cuda,70,0,cpu_gpu_transfer,21214.451000000
cuda,70,0,gpu_cpu_transfer,70.192000000
cuda,70,0,gpu_compute,629290.681000000
cuda,70,0,application_total,662549.441000000
cuda,71,0,compilation,8281.646000000
cuda,71,0,model_setup,318.430000000
cuda,71,0,batch_loading,49117.498000000
cuda,71,0,training_total,653232.962000000
cuda,71,0,epoch_average,6532.329620000
cuda,71,0,batch_average,24.216306691
cuda,71,0,prediction_total,2157.263000000
cuda,71,0,cpu_gpu_transfer,21514.676000000
cuda,71,0,gpu_cpu_transfer,101.781000000
cuda,71,0,gpu_compute,628788.459000000
cuda,71,0,application_total,663924.695000000
cuda,72,0,compilation,8291.077000000
cuda,72,0,model_setup,333.491000000
cuda,72,0,batch_loading,55124.299000000
cuda,72,0,training_total,656511.093000000
cuda,72,0,epoch_average,6565.110930000
cuda,72,0,batch_average,24.337491561
cuda,72,0,prediction_total,2080.107000000
cuda,72,0,cpu_gpu_transfer,25919.615000000
cuda,72,0,gpu_cpu_transfer,76.450000000
cuda,72,0,gpu_compute,627870.722000000
cuda,72,0,application_total,666511.425000000
cuda,73,0,compilation,8246.747000000
cuda,73,0,model_setup,321.267000000
cuda,73,0,batch_loading,57641.332000000
cuda,73,0,training_total,656259.320000000
cuda,73,0,epoch_average,6562.593200000
cuda,73,0,batch_average,24.326961041
cuda,73,0,prediction_total,2164.105000000
cuda,73,0,cpu_gpu_transfer,25700.932000000
cuda,73,0,gpu_cpu_transfer,76.810000000
cuda,73,0,gpu_compute,627814.852000000
cuda,73,0,application_total,666862.193000000
cuda,74,0,compilation,8349.647000000
cuda,74,0,model_setup,327.297000000
cuda,74,0,batch_loading,49348.181000000
cuda,74,0,training_total,653000.307000000
cuda,74,0,epoch_average,6530.003070000
cuda,74,0,batch_average,24.206761041
cuda,74,0,prediction_total,2141.595000000
cuda,74,0,cpu_gpu_transfer,21441.637000000
cuda,74,0,gpu_cpu_transfer,105.421000000
cuda,74,0,gpu_compute,628858.011000000
cuda,74,0,application_total,663211.437000000
cuda,75,0,compilation,8263.383000000
cuda,75,0,model_setup,321.512000000
cuda,75,0,batch_loading,43457.213000000
cuda,75,0,training_total,658077.787000000
cuda,75,0,epoch_average,6580.777870000
cuda,75,0,batch_average,24.409647807
cuda,75,0,prediction_total,2203.418000000
cuda,75,0,cpu_gpu_transfer,29237.263000000
cuda,75,0,gpu_cpu_transfer,71.227000000
cuda,75,0,gpu_compute,626970.669000000
cuda,75,0,application_total,668570.706000000
cuda,76,0,compilation,8197.760000000
cuda,76,0,model_setup,356.439000000
cuda,76,0,batch_loading,40665.529000000
cuda,76,0,training_total,651937.757000000
cuda,76,0,epoch_average,6519.377570000
cuda,76,0,batch_average,24.179848401
cuda,76,0,prediction_total,2071.160000000
cuda,76,0,cpu_gpu_transfer,21145.120000000
cuda,76,0,gpu_cpu_transfer,70.936000000
cuda,76,0,gpu_compute,628673.290000000
cuda,76,0,application_total,661775.813000000
cuda,77,0,compilation,8183.387000000
cuda,77,0,model_setup,323.721000000
cuda,77,0,batch_loading,49330.329000000
cuda,77,0,training_total,652485.909000000
cuda,77,0,epoch_average,6524.859090000
cuda,77,0,batch_average,24.184864052
cuda,77,0,prediction_total,2433.881000000
cuda,77,0,cpu_gpu_transfer,21566.306000000
cuda,77,0,gpu_cpu_transfer,106.359000000
cuda,77,0,gpu_compute,628357.569000000
cuda,77,0,application_total,663537.410000000
cuda,78,0,compilation,8379.641000000
cuda,78,0,model_setup,334.245000000
cuda,78,0,batch_loading,44324.467000000
cuda,78,0,training_total,658938.191000000
cuda,78,0,epoch_average,6589.381910000
cuda,78,0,batch_average,24.442467807
cuda,78,0,prediction_total,2148.920000000
cuda,78,0,cpu_gpu_transfer,30296.015000000
cuda,78,0,gpu_cpu_transfer,71.159000000
cuda,78,0,gpu_compute,626739.136000000
cuda,78,0,application_total,669264.553000000
cuda,79,0,compilation,8557.923000000
cuda,79,0,model_setup,317.295000000
cuda,79,0,batch_loading,40130.818000000
cuda,79,0,training_total,651488.955000000
cuda,79,0,epoch_average,6514.889550000
cuda,79,0,batch_average,24.162792379
cuda,79,0,prediction_total,2078.442000000
cuda,79,0,cpu_gpu_transfer,20688.261000000
cuda,79,0,gpu_cpu_transfer,70.936000000
cuda,79,0,gpu_compute,628645.789000000
cuda,79,0,application_total,661926.075000000
cuda,80,0,compilation,8241.197000000
cuda,80,0,model_setup,336.432000000
cuda,80,0,batch_loading,57303.379000000
cuda,80,0,training_total,655584.806000000
cuda,80,0,epoch_average,6555.848060000
cuda,80,0,batch_average,24.300904796
cuda,80,0,prediction_total,2166.588000000
cuda,80,0,cpu_gpu_transfer,25506.682000000
cuda,80,0,gpu_cpu_transfer,75.784000000
cuda,80,0,gpu_compute,627223.247000000
cuda,80,0,application_total,666037.108000000
cuda,81,0,compilation,8252.970000000
cuda,81,0,model_setup,356.997000000
cuda,81,0,batch_loading,49966.453000000
cuda,81,0,training_total,658616.077000000
cuda,81,0,epoch_average,6586.160770000
cuda,81,0,batch_average,24.421513420
cuda,81,0,prediction_total,2693.192000000
cuda,81,0,cpu_gpu_transfer,29747.188000000
cuda,81,0,gpu_cpu_transfer,88.721000000
cuda,81,0,gpu_compute,626580.589000000
cuda,81,0,application_total,669959.208000000
cuda,82,0,compilation,8285.340000000
cuda,82,0,model_setup,308.403000000
cuda,82,0,batch_loading,40736.486000000
cuda,82,0,training_total,651514.049000000
cuda,82,0,epoch_average,6515.140490000
cuda,82,0,batch_average,24.162532119
cuda,82,0,prediction_total,2139.089000000
cuda,82,0,cpu_gpu_transfer,20249.181000000
cuda,82,0,gpu_cpu_transfer,70.591000000
cuda,82,0,gpu_compute,628577.406000000
cuda,82,0,application_total,661425.053000000
cuda,83,0,compilation,8015.379000000
cuda,83,0,model_setup,322.785000000
cuda,83,0,batch_loading,38615.129000000
cuda,83,0,training_total,651916.318000000
cuda,83,0,epoch_average,6519.163180000
cuda,83,0,batch_average,24.181364498
cuda,83,0,prediction_total,2104.929000000
cuda,83,0,cpu_gpu_transfer,21559.550000000
cuda,83,0,gpu_cpu_transfer,72.434000000
cuda,83,0,gpu_compute,628412.175000000
cuda,83,0,application_total,662012.628000000
cuda,84,0,compilation,8178.148000000
cuda,84,0,model_setup,319.821000000
cuda,84,0,batch_loading,39182.424000000
cuda,84,0,training_total,651186.598000000
cuda,84,0,epoch_average,6511.865980000
cuda,84,0,batch_average,24.156111524
cuda,84,0,prediction_total,2122.657000000
cuda,84,0,cpu_gpu_transfer,20593.075000000
cuda,84,0,gpu_cpu_transfer,69.164000000
cuda,84,0,gpu_compute,628707.933000000
cuda,84,0,application_total,661234.861000000
cuda,85,0,compilation,8097.455000000
cuda,85,0,model_setup,350.368000000
cuda,85,0,batch_loading,48790.285000000
cuda,85,0,training_total,652633.132000000
cuda,85,0,epoch_average,6526.331320000
cuda,85,0,batch_average,24.189669331
cuda,85,0,prediction_total,2163.418000000
cuda,85,0,cpu_gpu_transfer,21460.793000000
cuda,85,0,gpu_cpu_transfer,102.060000000
cuda,85,0,gpu_compute,628351.392000000
cuda,85,0,application_total,663153.207000000
cuda,86,0,compilation,8281.447000000
cuda,86,0,model_setup,373.589000000
cuda,86,0,batch_loading,48799.340000000
cuda,86,0,training_total,652228.561000000
cuda,86,0,epoch_average,6522.285610000
cuda,86,0,batch_average,24.179115948
cuda,86,0,prediction_total,2152.203000000
cuda,86,0,cpu_gpu_transfer,21271.051000000
cuda,86,0,gpu_cpu_transfer,98.142000000
cuda,86,0,gpu_compute,628302.106000000
cuda,86,0,application_total,662667.608000000
cuda,87,0,compilation,8405.717000000
cuda,87,0,model_setup,326.513000000
cuda,87,0,batch_loading,42758.007000000
cuda,87,0,training_total,657998.254000000
cuda,87,0,epoch_average,6579.982540000
cuda,87,0,batch_average,24.411120223
cuda,87,0,prediction_total,2174.996000000
cuda,87,0,cpu_gpu_transfer,29247.211000000
cuda,87,0,gpu_cpu_transfer,70.550000000
cuda,87,0,gpu_compute,627164.771000000
cuda,87,0,application_total,668626.189000000
cuda,88,0,compilation,8252.224000000
cuda,88,0,model_setup,314.743000000
cuda,88,0,batch_loading,38985.232000000
cuda,88,0,training_total,651418.101000000
cuda,88,0,epoch_average,6514.181010000
cuda,88,0,batch_average,24.165489071
cuda,88,0,prediction_total,2219.440000000
cuda,88,0,cpu_gpu_transfer,20846.017000000
cuda,88,0,gpu_cpu_transfer,77.168000000
cuda,88,0,gpu_compute,628789.049000000
cuda,88,0,application_total,661349.509000000
cuda,89,0,compilation,8116.972000000
cuda,89,0,model_setup,324.026000000
cuda,89,0,batch_loading,50329.010000000
cuda,89,0,training_total,654560.770000000
cuda,89,0,epoch_average,6545.607700000
cuda,89,0,batch_average,24.262393569
cuda,89,0,prediction_total,2207.126000000
cuda,89,0,cpu_gpu_transfer,24018.870000000
cuda,89,0,gpu_cpu_transfer,106.210000000
cuda,89,0,gpu_compute,627632.990000000
cuda,89,0,application_total,665154.188000000
cuda,90,0,compilation,8115.853000000
cuda,90,0,model_setup,335.394000000
cuda,90,0,batch_loading,49626.782000000
cuda,90,0,training_total,652487.633000000
cuda,90,0,epoch_average,6524.876330000
cuda,90,0,batch_average,24.184354944
cuda,90,0,prediction_total,2182.677000000
cuda,90,0,cpu_gpu_transfer,21422.217000000
cuda,90,0,gpu_cpu_transfer,103.147000000
cuda,90,0,gpu_compute,628153.119000000
cuda,90,0,application_total,663346.881000000
cuda,91,0,compilation,8336.367000000
cuda,91,0,model_setup,321.207000000
cuda,91,0,batch_loading,40988.508000000
cuda,91,0,training_total,653057.592000000
cuda,91,0,epoch_average,6530.575920000
cuda,91,0,batch_average,24.222826654
cuda,91,0,prediction_total,2226.619000000
cuda,91,0,cpu_gpu_transfer,22300.053000000
cuda,91,0,gpu_cpu_transfer,70.898000000
cuda,91,0,gpu_compute,628766.206000000
cuda,91,0,application_total,662622.061000000
cuda,92,0,compilation,8009.939000000
cuda,92,0,model_setup,322.735000000
cuda,92,0,batch_loading,56742.651000000
cuda,92,0,training_total,656260.167000000
cuda,92,0,epoch_average,6562.601670000
cuda,92,0,batch_average,24.326739740
cuda,92,0,prediction_total,2158.217000000
cuda,92,0,cpu_gpu_transfer,25765.900000000
cuda,92,0,gpu_cpu_transfer,76.785000000
cuda,92,0,gpu_compute,627697.858000000
cuda,92,0,application_total,667196.434000000
cuda,93,0,compilation,8209.759000000
cuda,93,0,model_setup,341.616000000
cuda,93,0,batch_loading,43694.195000000
cuda,93,0,training_total,657970.479000000
cuda,93,0,epoch_average,6579.704790000
cuda,93,0,batch_average,24.404838141
cuda,93,0,prediction_total,2230.489000000
cuda,93,0,cpu_gpu_transfer,29469.707000000
cuda,93,0,gpu_cpu_transfer,72.345000000
cuda,93,0,gpu_compute,626440.997000000
cuda,93,0,application_total,668612.298000000
cuda,94,0,compilation,8123.577000000
cuda,94,0,model_setup,318.401000000
cuda,94,0,batch_loading,39769.617000000
cuda,94,0,training_total,652053.599000000
cuda,94,0,epoch_average,6520.535990000
cuda,94,0,batch_average,24.187986506
cuda,94,0,prediction_total,2273.933000000
cuda,94,0,cpu_gpu_transfer,21184.710000000
cuda,94,0,gpu_cpu_transfer,69.350000000
cuda,94,0,gpu_compute,628704.886000000
cuda,94,0,application_total,661726.266000000
cuda,95,0,compilation,8937.725000000
cuda,95,0,model_setup,330.657000000
cuda,95,0,batch_loading,42465.593000000
cuda,95,0,training_total,658084.396000000
cuda,95,0,epoch_average,6580.843960000
cuda,95,0,batch_average,24.412487509
cuda,95,0,prediction_total,2143.559000000
cuda,95,0,cpu_gpu_transfer,29194.493000000
cuda,95,0,gpu_cpu_transfer,70.620000000
cuda,95,0,gpu_compute,627062.112000000
cuda,95,0,application_total,668403.557000000
cuda,96,0,compilation,8234.025000000
cuda,96,0,model_setup,310.871000000
cuda,96,0,batch_loading,39015.964000000
cuda,96,0,training_total,650697.770000000
cuda,96,0,epoch_average,6506.977700000
cuda,96,0,batch_average,24.144594944
cuda,96,0,prediction_total,2202.450000000
cuda,96,0,cpu_gpu_transfer,20568.207000000
cuda,96,0,gpu_cpu_transfer,69.320000000
cuda,96,0,gpu_compute,628871.545000000
cuda,96,0,application_total,661453.902000000
cuda,97,0,compilation,8285.325000000
cuda,97,0,model_setup,357.561000000
cuda,97,0,batch_loading,49004.080000000
cuda,97,0,training_total,652771.303000000
cuda,97,0,epoch_average,6527.713030000
cuda,97,0,batch_average,24.199486171
cuda,97,0,prediction_total,2202.139000000
cuda,97,0,cpu_gpu_transfer,21623.475000000
cuda,97,0,gpu_cpu_transfer,108.074000000
cuda,97,0,gpu_compute,628647.803000000
cuda,97,0,application_total,663734.327000000
cuda,98,0,compilation,8150.143000000
cuda,98,0,model_setup,331.345000000
cuda,98,0,batch_loading,40640.403000000
cuda,98,0,training_total,651314.548000000
cuda,98,0,epoch_average,6513.145480000
cuda,98,0,batch_average,24.158860409
cuda,98,0,prediction_total,2162.728000000
cuda,98,0,cpu_gpu_transfer,20767.828000000
cuda,98,0,gpu_cpu_transfer,71.416000000
cuda,98,0,gpu_compute,628625.245000000
cuda,98,0,application_total,661753.072000000
cuda,99,0,compilation,8284.172000000
cuda,99,0,model_setup,339.460000000
cuda,99,0,batch_loading,47090.344000000
cuda,99,0,training_total,658776.832000000
cuda,99,0,epoch_average,6587.768320000
cuda,99,0,batch_average,24.431191561
cuda,99,0,prediction_total,2118.823000000
cuda,99,0,cpu_gpu_transfer,29799.668000000
cuda,99,0,gpu_cpu_transfer,73.940000000
cuda,99,0,gpu_compute,626539.381000000
cuda,99,0,application_total,668793.750000000
cuda,100,0,compilation,8300.561000000
cuda,100,0,model_setup,326.850000000
cuda,100,0,batch_loading,40421.354000000
cuda,100,0,training_total,651848.352000000
cuda,100,0,epoch_average,6518.483520000
cuda,100,0,batch_average,24.174556022
cuda,100,0,prediction_total,2094.412000000
cuda,100,0,cpu_gpu_transfer,20874.026000000
cuda,100,0,gpu_cpu_transfer,71.597000000
cuda,100,0,gpu_compute,628688.475000000
cuda,100,0,application_total,662187.955000000
cuda,101,0,compilation,8494.736000000
cuda,101,0,model_setup,316.182000000
cuda,101,0,batch_loading,40149.865000000
cuda,101,0,training_total,651047.862000000
cuda,101,0,epoch_average,6510.478620000
cuda,101,0,batch_average,24.147749071
cuda,101,0,prediction_total,2054.300000000
cuda,101,0,cpu_gpu_transfer,20365.896000000
cuda,101,0,gpu_cpu_transfer,69.104000000
cuda,101,0,gpu_compute,628687.055000000
cuda,101,0,application_total,661042.761000000
polyhok,1,1,compilation,13648.000000000
polyhok,1,1,model_setup,432.713000000
polyhok,1,1,batch_loading,67009.280000000
polyhok,1,1,training_total,694545.009000000
polyhok,1,1,epoch_average,6945.450090000
polyhok,1,1,batch_average,25.784894907
polyhok,1,1,prediction_total,5811.888000000
polyhok,1,1,cpu_gpu_transfer,27820.479000000
polyhok,1,1,gpu_cpu_transfer,3677.232000000
polyhok,1,1,gpu_compute,667671.420000000
polyhok,1,1,application_total,708895.942000000
polyhok,2,0,compilation,13381.466000000
polyhok,2,0,model_setup,440.943000000
polyhok,2,0,batch_loading,64954.042000000
polyhok,2,0,training_total,692715.364000000
polyhok,2,0,epoch_average,6927.153640000
polyhok,2,0,batch_average,25.717180000
polyhok,2,0,prediction_total,6410.211000000
polyhok,2,0,cpu_gpu_transfer,26479.106000000
polyhok,2,0,gpu_cpu_transfer,4229.657000000
polyhok,2,0,gpu_compute,667210.305000000
polyhok,2,0,application_total,708718.584000000
polyhok,3,0,compilation,14165.594000000
polyhok,3,0,model_setup,439.369000000
polyhok,3,0,batch_loading,75284.753000000
polyhok,3,0,training_total,700615.951000000
polyhok,3,0,epoch_average,7006.159510000
polyhok,3,0,batch_average,26.010942565
polyhok,3,0,prediction_total,6560.227000000
polyhok,3,0,cpu_gpu_transfer,36636.567000000
polyhok,3,0,gpu_cpu_transfer,4152.492000000
polyhok,3,0,gpu_compute,665208.014000000
polyhok,3,0,application_total,716288.126000000
polyhok,4,0,compilation,13077.378000000
polyhok,4,0,model_setup,421.376000000
polyhok,4,0,batch_loading,79006.619000000
polyhok,4,0,training_total,704677.124000000
polyhok,4,0,epoch_average,7046.771240000
polyhok,4,0,batch_average,26.149371933
polyhok,4,0,prediction_total,6114.453000000
polyhok,4,0,cpu_gpu_transfer,31185.882000000
